customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,ServiceCount,InternetScore,AvgServiceUsageScore,Churn
3214-IYUUQ,Female,0,Yes,No,61,1,No,Fiber optic,1,1,0,1,0,1,One year,No,Bank transfer (automatic),93.7,5860.7,5,40,25.428177006999434,No
1936-UAFEH,Female,0,No,No,68,1,Yes,Fiber optic,1,1,0,1,1,1,Two year,No,Credit card (automatic),110.25,7279.35,6,40,26.741892008294705,No
3587-PMCOY,Male,0,No,No,10,1,No,Fiber optic,1,0,1,0,1,1,One year,Yes,Electronic check,98.9,1064.95,5,40,24.66743288547807,No
8079-XRJRS,Male,0,Yes,No,65,1,Yes,Fiber optic,1,1,1,0,0,0,One year,No,Electronic check,89.75,5769.6,4,40,18.418432421909948,Yes
1027-LKKQQ,Female,0,Yes,Yes,72,1,No,DSL,1,0,1,1,1,1,Two year,Yes,Bank transfer (automatic),80.45,5886.85,6,20,21.311954915348544,No
7148-XZPHA,Male,0,Yes,Yes,55,1,No,Fiber optic,0,1,0,1,0,0,Month-to-month,No,Electronic check,79.4,4238.45,3,40,17.754309379602518,No
8073-IJDCM,Female,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,20.3,20.3,1,0,0.0,Yes
5309-TAIKL,Female,0,No,No,7,1,No,DSL,0,0,1,1,0,1,Month-to-month,No,Bank transfer (automatic),62.8,418.3,4,20,17.25706511648678,No
6856-RAURS,Female,0,No,No,2,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,74.9,136.05,1,40,18.771850764290246,No
8778-LMWTJ,Female,0,No,No,9,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,74.85,708.2,2,40,21.723360545322663,No
9717-IOAAF,Male,0,No,Yes,27,1,Yes,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),25.85,788.55,1,0,5.535413553835008,No
8884-ADFVN,Male,1,Yes,No,7,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,101.95,700.85,4,40,24.86105688106093,Yes
2845-KDHVX,Female,0,Yes,No,64,1,No,DSL,0,1,1,1,0,1,Two year,Yes,Mailed check,68.3,4378.8,5,20,19.48404562002393,No
0848-SOMKO,Male,0,No,No,70,0,No phone service,DSL,1,0,1,1,0,1,Two year,No,Bank transfer (automatic),48.4,3442.8,4,20,26.073758673490143,No
2720-WGKHP,Male,1,No,No,2,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,94.0,181.7,3,40,18.359990502926777,Yes
6734-FQAJX,Male,1,No,No,67,1,No,Fiber optic,1,1,0,1,1,1,Two year,Yes,Electronic check,105.05,7171.7,6,40,29.866351902277376,No
2869-ADAWR,Female,0,No,No,45,1,Yes,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,3,40,14.176396846093523,Yes
1535-VTJOQ,Female,0,No,No,24,1,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.15,553,1,0,6.064428905521908,No
6368-TZZDT,Male,0,Yes,Yes,4,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),,96.85,1,0,,No
0943-ZQPXH,Male,0,Yes,Yes,44,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,4,40,21.500556322021186,No
1293-BSEUN,Female,0,Yes,Yes,72,1,No,No,0,0,0,0,0,0,Two year,Yes,Mailed check,20.7,1482.3,1,0,6.5957630523553,No
9894-EZEWG,Female,0,No,No,1,1,No,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),74.3,74.3,2,40,26.30729020559744,Yes
1302-TPUBN,Male,0,No,No,66,1,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),19.35,1240.8,1,0,2.833178704617853,No
7851-FLGGQ,Male,0,No,No,1,0,No phone service,DSL,0,1,0,1,0,1,Month-to-month,Yes,Mailed check,44.65,44.65,3,20,16.566080941909163,Yes
0637-UBJRP,Male,0,Yes,Yes,13,1,No,Fiber optic,1,0,0,0,0,1,Month-to-month,No,Electronic check,84.05,1095.3,3,40,20.539886411844122,Yes
0940-OUQEC,Male,0,No,No,10,1,Yes,Fiber optic,0,1,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,2,40,23.03746003701503,Yes
2378-VTKDH,Male,1,Yes,No,65,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,104.35,6578.55,5,40,28.822937349048303,No
0927-CNGRH,Male,0,No,Yes,1,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.55,19.55,1,0,,No
8608-OZTLB,Male,0,Yes,Yes,38,1,No,DSL,1,1,1,1,1,0,One year,No,Electronic check,74.05,2802.3,6,20,21.27122758242061,No
2335-GSODA,Male,0,No,Yes,23,0,No phone service,DSL,1,0,1,1,0,0,Two year,No,Mailed check,,857.75,3,20,,No
1952-DVVSW,Female,0,Yes,No,10,1,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.1,184.4,1,0,0.0,No
0702-PGIBZ,Male,0,No,Yes,4,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,101.7,364.55,4,40,19.005606373296647,Yes
6656-GULJQ,Male,0,Yes,Yes,72,1,Yes,DSL,1,0,1,1,1,1,Two year,Yes,Credit card (automatic),83.55,6093.3,6,20,18.808101521731786,No
9853-JFZDU,Female,0,Yes,No,35,1,No,DSL,0,1,0,1,0,0,Month-to-month,No,Electronic check,56.85,1861.1,3,20,11.077773531034497,No
1963-VAUKV,Female,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.4,20.4,1,0,2.2750911494485537,Yes
3777-XROBG,Female,0,Yes,Yes,58,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),19.55,1079.65,1,0,7.561971430673947,No
6994-FGRHH,Male,0,Yes,Yes,70,1,No,Fiber optic,0,1,1,1,1,1,One year,Yes,Electronic check,106.15,7475.1,6,40,29.614652710300366,No
4000-VGMQP,Male,0,Yes,Yes,38,1,Yes,DSL,0,1,1,0,1,1,One year,No,Credit card (automatic),78.95,2862.55,5,20,25.139400772623546,No
3999-WRNGR,Female,0,Yes,Yes,60,0,No phone service,DSL,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,49.75,3069.45,3,20,9.065960800679738,No
3466-RITXD,Male,0,No,No,26,1,Yes,Fiber optic,1,1,0,0,1,0,Month-to-month,Yes,Credit card (automatic),92.4,2349.8,4,40,23.382373086558736,No
2680-XKKNJ,Female,0,No,No,8,1,No,DSL,1,1,0,1,0,0,One year,No,Bank transfer (automatic),58.2,469.25,4,20,19.095563562353057,No
3058-HJCUY,Male,0,Yes,Yes,41,1,Yes,Fiber optic,0,0,1,1,1,1,One year,Yes,Electronic check,102.6,4213.35,5,40,31.186632822579703,Yes
2974-GGUXS,Female,1,Yes,No,36,1,Yes,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,3,40,19.639128089566483,No
7994-XIRTR,Male,1,No,No,54,1,No,DSL,0,0,1,1,0,1,One year,No,Bank transfer (automatic),65.25,3529.95,4,20,15.642903309284831,No
3259-FDWOY,Male,0,Yes,Yes,71,1,Yes,Fiber optic,0,1,1,0,1,1,Two year,Yes,Bank transfer (automatic),106.0,7723.7,5,40,21.25189191044669,Yes
2101-RANCD,Female,0,No,No,55,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,73.1,4144.9,1,40,13.090022835474747,No
7921-BEPCI,Female,0,No,No,72,1,Yes,DSL,1,1,0,0,0,0,Two year,No,Bank transfer (automatic),59.75,4265,3,20,17.21131081706934,No
0807-ZABDG,Female,0,No,Yes,3,1,No,DSL,1,0,0,1,0,0,Month-to-month,Yes,Mailed check,55.1,154.65,3,20,11.682721528548228,Yes
8510-TMWYB,Female,0,Yes,Yes,54,1,Yes,DSL,0,1,1,0,0,0,Two year,Yes,Bank transfer (automatic),59.8,3246.45,3,20,27.92897595682726,No
3258-ZKPAI,Male,0,Yes,Yes,72,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),116.6,8337.45,7,40,31.072185812098123,No
1428-IEDPR,Male,0,No,No,52,1,Yes,Fiber optic,1,0,1,1,1,1,Two year,Yes,Electronic check,109.3,5731.4,6,40,35.33044043065009,No
5298-GSTLM,Female,1,No,No,60,1,Yes,Fiber optic,1,0,0,0,1,1,One year,Yes,Bank transfer (automatic),101.4,6176.6,4,40,24.869981626103453,No
4450-YOOHP,Female,0,No,No,39,0,No phone service,DSL,0,0,1,0,1,1,Month-to-month,Yes,Credit card (automatic),50.65,1905.4,3,20,14.45135796291265,No
6728-CZFEI,Female,0,No,No,15,1,No,DSL,0,0,0,0,1,0,One year,No,Mailed check,56.15,931.9,2,20,4.438311274856803,No
5748-RNCJT,Male,0,No,No,69,1,Yes,Fiber optic,0,0,1,1,1,1,Two year,Yes,Bank transfer (automatic),106.5,7348.8,5,40,31.229042010875265,Yes
3653-NCRDJ,Male,0,Yes,Yes,43,1,No,No,0,0,0,0,0,0,One year,Yes,Mailed check,19.2,776.25,1,0,6.792416273214405,No
6121-TNHBO,Female,1,No,No,63,1,Yes,DSL,1,1,1,1,1,0,One year,No,Bank transfer (automatic),83.0,5243.05,6,20,21.473902822355488,No
5119-NZPTV,Male,1,Yes,No,2,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Electronic check,70.1,141.65,1,40,14.054022978039503,No
6519-ZHPXP,Female,0,Yes,Yes,72,1,No,Fiber optic,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),108.3,7679.65,7,40,32.988374061783865,No
7739-LAXOG,Female,0,Yes,Yes,32,1,Yes,Fiber optic,0,0,1,0,0,1,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,3,40,18.62953722573281,Yes
3472-QPRCH,Male,0,Yes,Yes,40,1,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.25,1006.9,1,0,8.311428413817413,No
8224-UAXBZ,Female,0,Yes,No,58,0,No phone service,DSL,1,1,0,0,1,0,One year,Yes,Electronic check,45.35,2540.1,3,20,23.153164206823824,No
9610-WCESF,Male,0,No,No,67,0,No phone service,DSL,1,0,0,1,1,0,Two year,No,Electronic check,43.9,3097.2,3,20,11.809856125520673,No
9776-CLUJA,Female,1,Yes,No,51,1,Yes,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,77.5,3807.35,2,40,24.40740845642432,Yes
2486-WYVVE,Male,0,Yes,No,31,1,Yes,DSL,0,0,1,1,1,1,One year,Yes,Mailed check,79.3,2484,5,20,23.314381258228096,No
3865-ZYKAD,Male,1,Yes,No,69,1,Yes,Fiber optic,1,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),84.9,5785.65,3,40,21.270068671155993,No
1422-DGUBX,Male,0,Yes,No,32,1,Yes,Fiber optic,0,0,0,1,0,0,One year,Yes,Electronic check,79.25,2619.15,2,40,14.72487673687136,No
2999-AANRQ,Female,0,No,No,21,1,No,DSL,1,1,0,1,1,0,Two year,No,Credit card (automatic),71.05,1524.85,5,20,18.22629463670661,No
8668-KNZTI,Male,0,No,No,52,1,No,DSL,1,0,1,0,0,0,One year,No,Electronic check,53.75,2790.65,3,20,19.534725526110357,No
0480-KYJVA,Female,0,Yes,Yes,72,1,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),24.25,1784.5,1,0,6.856982909232729,No
6034-ZRYCV,Female,0,Yes,No,72,0,No phone service,DSL,0,1,1,0,1,1,Two year,Yes,Electronic check,54.2,3937.45,4,20,15.465883646802864,Yes
9746-YKGXB,Male,0,Yes,Yes,52,0,No phone service,DSL,1,0,1,0,0,1,One year,No,Bank transfer (automatic),44.25,2276.1,3,20,11.829845742805176,No
3926-YZVVX,Female,0,No,No,41,1,No,DSL,0,0,0,1,0,0,One year,No,Bank transfer (automatic),50.05,2029.05,2,20,6.988401582555079,No
6000-UKLWI,Male,0,No,No,41,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,20.15,802.35,1,0,,No
2079-FBMZK,Female,0,No,No,6,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,69.25,418.4,1,40,19.012484721597914,Yes
6332-FBZRI,Male,0,Yes,Yes,67,1,Yes,DSL,1,1,1,1,0,0,One year,Yes,Credit card (automatic),69.35,4653.25,5,20,21.354576539140442,No
2096-XOTMO,Female,0,Yes,Yes,16,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.35,275.9,1,0,8.324278893159644,No
3266-FTKHB,Male,0,No,No,17,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.15,343.45,1,0,3.308453232780129,No
8221-EQDGL,Male,0,Yes,No,35,1,No,DSL,1,1,1,0,0,0,Month-to-month,No,Mailed check,61.0,2130.45,4,20,19.995987485465168,No
2346-LOCWC,Female,0,Yes,Yes,58,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),,1191.4,1,0,,No
6608-QQLVK,Male,0,No,No,1,1,No,DSL,0,0,1,0,0,0,Month-to-month,Yes,Electronic check,50.5,50.5,2,20,12.150959753797707,Yes
0298-XACET,Male,0,Yes,Yes,52,0,No phone service,DSL,0,1,1,1,1,0,Two year,No,Mailed check,50.2,2554,4,20,15.984039420534502,No
7560-QJAVJ,Female,0,No,No,70,1,No,DSL,1,0,1,1,1,1,Two year,No,Bank transfer (automatic),,5589.45,6,20,,No
2995-YWTCD,Female,0,Yes,Yes,19,1,Yes,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),24.9,467.7,1,0,2.1976081397354115,No
3551-HUAZH,Male,1,No,No,1,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,74.4,74.4,1,40,21.478554414778547,Yes
9137-UIYPG,Female,0,Yes,Yes,35,1,No,Fiber optic,1,0,1,1,1,1,Month-to-month,Yes,Electronic check,106.9,3756.45,6,40,28.575016556040573,No
2809-ZMYOQ,Female,0,No,No,32,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,101.35,3334.9,4,40,23.403815725366677,No
5084-OOVCJ,Female,0,Yes,Yes,17,1,No,DSL,1,0,0,1,0,0,Month-to-month,Yes,Credit card (automatic),55.35,920.5,3,20,10.927636447745186,No
0254-WWRKD,Female,0,Yes,Yes,67,1,No,DSL,0,1,0,0,0,0,One year,No,Credit card (automatic),50.55,3431.75,2,20,9.846929643163284,No
7727-SHVZV,Female,0,No,No,9,1,No,No,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),19.5,150.35,1,0,3.623132126000697,No
6302-JGYRJ,Male,0,No,Yes,31,1,Yes,DSL,0,1,0,1,1,1,One year,Yes,Mailed check,79.45,2587.7,5,20,16.973060244067774,Yes
5339-PXDVH,Male,0,No,No,4,1,Yes,Fiber optic,1,0,0,0,1,0,Month-to-month,No,Electronic check,90.65,367.95,3,40,26.95330418436657,No
2205-LPVGL,Male,1,Yes,Yes,58,1,Yes,Fiber optic,1,1,0,1,0,0,One year,Yes,Bank transfer (automatic),89.85,5125.75,4,40,21.433915671690215,No
8782-NUUOL,Male,0,No,No,60,1,No,DSL,1,0,1,1,1,1,One year,No,Mailed check,79.0,4801.1,6,20,25.170862188970375,No
3685-YLCMQ,Male,0,No,No,58,1,Yes,Fiber optic,0,0,1,1,1,1,One year,Yes,Electronic check,104.65,6219.6,5,40,25.511045778600227,Yes
7601-WFVZV,Male,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.55,19.55,1,0,0.0,No
4609-KNNWG,Female,0,Yes,Yes,27,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.9,550.1,1,0,8.6948549293562,No
4868-AADLV,Male,1,Yes,Yes,66,1,Yes,Fiber optic,1,1,1,1,1,1,One year,Yes,Electronic check,116.25,7862.25,7,40,35.70182771969882,No
9529-OFXHY,Male,0,No,No,15,1,Yes,Fiber optic,1,0,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,3,40,26.264936373304717,No
8634-MPHTR,Male,1,Yes,No,47,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,100.05,4871.05,4,40,21.055178885549495,Yes
2669-QVCRG,Female,0,No,No,41,1,Yes,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,2,40,18.911616379956996,No
2478-EEWWM,Male,0,Yes,No,59,0,No phone service,DSL,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,44.3,2666.75,2,20,9.68037590201204,No
9174-IHETN,Female,0,No,Yes,50,1,No,Fiber optic,0,0,0,0,0,0,Two year,No,Credit card (automatic),70.35,3533.6,1,40,17.45764459930792,No
2233-TXSIU,Male,0,Yes,Yes,17,0,No phone service,DSL,1,0,1,0,1,0,One year,No,Credit card (automatic),44.45,792.15,3,20,11.926389418218998,No
9644-UMGQA,Male,0,Yes,Yes,6,1,No,DSL,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,49.15,295.65,2,20,9.50349884038943,No
3256-EZDBI,Male,1,Yes,No,51,0,No phone service,DSL,0,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,1,20,9.660934568140508,No
8761-NSOBC,Male,0,No,No,44,1,No,Fiber optic,0,1,0,1,1,1,Month-to-month,No,Electronic check,100.55,4398.15,5,40,23.165334508604875,Yes
0419-YAAPX,Male,0,Yes,No,49,1,No,Fiber optic,0,1,0,0,1,0,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,3,40,29.35009287773488,No
8413-VONUO,Male,0,No,No,2,1,No,Fiber optic,0,1,0,0,1,1,Month-to-month,No,Electronic check,95.65,167.3,4,40,20.690210671864804,Yes
0872-CASZJ,Male,0,Yes,No,59,1,Yes,DSL,1,0,0,1,0,1,One year,Yes,Mailed check,69.1,4096.9,4,20,22.688061366602877,No
4726-DLWQN,Male,1,No,No,50,1,Yes,DSL,1,1,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,4,20,16.605013971002435,No
8164-OCKUJ,Female,0,Yes,Yes,59,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,20.6,1286,1,0,0.0,No
3094-JOJAI,Male,0,No,No,18,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Mailed check,74.15,1387,1,40,14.595510626131166,No
9494-MRNYX,Male,0,No,No,10,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Electronic check,,786.3,1,40,,No
2599-CZABP,Male,0,Yes,No,14,1,No,DSL,0,0,0,0,0,0,One year,No,Electronic check,44.6,641.25,1,20,8.62997044016207,No
7945-PRBVF,Male,0,No,No,35,1,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),21.45,705.45,1,0,7.46512621612075,No
4544-RXFMG,Male,0,Yes,Yes,8,1,No,DSL,0,0,0,0,0,0,One year,Yes,Mailed check,43.45,345.5,1,20,6.630981211168561,No
0859-YGKFW,Male,0,Yes,Yes,18,1,No,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),20.05,345.9,1,0,12.753348487348926,No
1150-FTQGN,Female,0,Yes,Yes,60,1,Yes,Fiber optic,1,1,0,0,1,0,One year,No,Bank transfer (automatic),94.15,5811.8,4,40,14.06743949497936,No
9223-UCPVT,Female,0,No,No,1,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,No,Electronic check,94.4,94.4,4,40,33.69290139017153,Yes
7196-LIWRH,Female,0,No,No,6,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.55,124.45,1,0,6.8385054516194455,No
5448-VWNAM,Female,0,No,Yes,19,1,Yes,DSL,1,1,0,1,1,0,Month-to-month,Yes,Mailed check,75.9,1375.6,5,20,16.012785263485245,No
1177-XZBJL,Male,0,Yes,Yes,53,1,Yes,DSL,1,1,0,1,0,0,One year,No,Bank transfer (automatic),64.15,3491.55,4,20,16.006699979852023,No
3518-FSTWG,Male,1,Yes,No,72,1,Yes,Fiber optic,1,1,1,0,1,1,Two year,Yes,Bank transfer (automatic),109.55,7920.7,6,40,28.94845331685028,No
9330-VOFSZ,Female,0,Yes,No,60,1,Yes,Fiber optic,0,1,1,1,1,1,Two year,Yes,Credit card (automatic),110.8,6640.7,6,40,28.627968216269025,No
4351-QLCSU,Female,0,No,No,1,1,No,DSL,0,0,0,0,1,0,Month-to-month,Yes,Credit card (automatic),55.0,55,2,20,12.490596304576307,Yes
0939-EREMR,Female,0,No,Yes,13,1,No,DSL,0,0,1,1,0,0,Month-to-month,No,Mailed check,53.45,718.1,3,20,21.00465659170255,No
9389-ACWBI,Female,0,Yes,Yes,5,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,No,Credit card (automatic),69.95,320.4,1,40,15.592655588075871,No
5419-JPRRN,Male,0,No,No,1,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,101.45,101.45,4,40,31.22031484349602,Yes
3644-QXEHN,Male,0,Yes,Yes,13,1,No,Fiber optic,0,0,1,0,1,1,Month-to-month,No,Electronic check,97.0,1334.45,4,40,20.2842426499304,No
2911-IJORQ,Male,0,No,No,37,1,Yes,DSL,1,1,1,1,1,1,One year,Yes,Bank transfer (automatic),90.6,3358.65,7,20,21.726792259543117,No
5921-NGYRH,Male,0,Yes,No,64,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Mailed check,73.55,4764,2,40,22.04172038351004,No
2100-BDNSN,Female,0,Yes,No,5,1,Yes,DSL,0,0,1,1,1,0,Month-to-month,No,Bank transfer (automatic),67.95,350.3,4,20,17.301323638119012,Yes
5998-DZLYR,Female,0,Yes,No,61,1,Yes,Fiber optic,0,1,0,1,0,1,Two year,Yes,Bank transfer (automatic),94.35,5703,4,40,20.450021978335183,No
0488-GSLFR,Female,0,No,No,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.5,69.5,1,40,21.475327847066655,Yes
9318-NKNFC,Male,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,18.85,18.85,1,0,4.123796288410368,Yes
3985-HOYPM,Male,0,No,No,26,1,No,No,0,0,0,0,0,0,One year,No,Mailed check,19.4,525.55,1,0,1.1726034742987337,No
9728-FTTVZ,Female,0,No,No,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.2,69.2,1,40,,Yes
9548-LERKT,Male,0,Yes,No,24,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.75,483.15,1,0,1.6802574282359235,No
6576-FBXOJ,Male,0,Yes,No,17,0,No phone service,DSL,0,0,1,1,1,1,One year,No,Electronic check,54.6,934.8,4,20,22.89253926230043,No
4310-KEDTB,Female,0,No,Yes,26,0,No phone service,DSL,0,0,1,0,0,0,Month-to-month,Yes,Mailed check,29.8,786.5,1,20,22.32208828836925,No
7254-IQWOZ,Male,0,No,No,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.65,69.65,1,40,20.607981642340707,Yes
2474-BRUCM,Male,1,Yes,No,40,1,Yes,Fiber optic,1,0,0,0,1,1,Month-to-month,No,Electronic check,101.85,4086.3,4,40,,Yes
4062-HBMOS,Male,0,No,No,52,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,Yes,Electronic check,103.05,5364.8,5,40,32.57776343216796,No
0742-NXBGR,Female,0,No,No,1,1,No,Fiber optic,0,1,1,0,0,0,Month-to-month,Yes,Electronic check,82.3,82.3,3,40,,Yes
2676-ISHSF,Male,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.3,20.3,1,0,1.5285534815657693,No
9236-NDUCW,Female,0,No,No,21,0,No phone service,DSL,1,0,0,1,0,0,Two year,No,Mailed check,35.1,770.4,2,20,6.457430293987032,No
4753-PADAS,Female,0,Yes,No,67,1,Yes,Fiber optic,0,1,1,0,1,1,One year,Yes,Bank transfer (automatic),105.7,6816.95,5,40,24.879547370300124,No
6103-QCKFX,Female,0,Yes,Yes,44,1,No,DSL,1,0,0,1,0,0,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,3,20,15.589931281457323,No
7781-EWARA,Male,0,Yes,Yes,70,0,No phone service,DSL,0,1,1,1,1,1,One year,No,Electronic check,60.35,4138.7,5,20,,No
6110-OHIHY,Male,0,No,No,3,1,No,Fiber optic,0,0,0,0,1,0,Month-to-month,No,Electronic check,79.25,267.6,2,40,21.857976486869003,Yes
7018-FPXHH,Male,0,Yes,Yes,56,1,No,DSL,1,1,1,0,0,0,Two year,Yes,Bank transfer (automatic),59.8,3457.45,4,20,14.485425206309179,No
5889-LFOLL,Female,0,No,No,13,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Electronic check,84.6,1115.2,2,40,23.01696047139844,Yes
5708-EVONK,Female,0,Yes,Yes,58,1,Yes,Fiber optic,1,1,0,0,0,1,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,4,40,27.666688338776844,Yes
8708-XPXHZ,Female,0,Yes,Yes,42,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,94.2,4186.3,3,40,23.17093778156176,Yes
0616-ATFGB,Male,1,Yes,No,1,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,No,Electronic check,25.05,25.05,0,20,13.992727411385633,Yes
0572-ZJKLT,Female,0,Yes,Yes,46,1,Yes,Fiber optic,1,0,1,1,0,1,Two year,No,Mailed check,99.65,4630.2,5,40,19.465543758109032,No
5135-RDDQL,Female,0,Yes,Yes,63,1,No,DSL,1,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),50.65,3221.25,2,20,,No
1353-LJWEM,Male,0,No,No,11,1,No,DSL,0,1,1,1,0,0,Month-to-month,Yes,Electronic check,60.9,688.5,4,20,14.17269052687636,No
1794-SWWKL,Male,0,Yes,Yes,15,1,Yes,DSL,0,0,1,1,0,0,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,3,20,12.177688709773268,No
6166-YIPFO,Male,0,Yes,No,72,0,No phone service,DSL,1,1,1,1,1,1,Two year,Yes,Electronic check,64.7,4746.05,6,20,8.045930617853081,No
7016-BPGEU,Female,0,No,No,29,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),25.1,712.85,0,20,5.0796447732182965,Yes
6876-ADESB,Male,0,No,Yes,1,1,No,DSL,0,0,1,0,0,0,Month-to-month,No,Electronic check,48.95,48.95,2,20,13.037218691206062,Yes
9332-GYWLO,Female,0,Yes,Yes,6,1,No,DSL,0,0,0,0,1,0,Month-to-month,No,Electronic check,54.85,355.1,2,20,11.107100047648926,No
1963-SVUCV,Male,0,No,No,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,No,Electronic check,45.3,45.3,1,20,3.1814983067271427,Yes
4184-VODJZ,Male,0,Yes,Yes,63,1,Yes,Fiber optic,0,1,0,0,0,1,One year,Yes,Electronic check,91.35,5764.7,3,40,26.28662371097071,No
0220-EBGCE,Male,0,No,No,2,1,No,Fiber optic,0,0,1,0,0,1,Month-to-month,Yes,Electronic check,85.85,167.3,3,40,25.995929294688494,Yes
1092-WPIVQ,Female,0,Yes,Yes,18,1,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,25.1,428.45,1,0,6.53270930248203,No
